4,5,9,7,3,2,8,6,1
6,7,1,4,0,5,2,0,3
3,8,2,6,9,1,4,7,5
1,9,7,0,2,8,5,3,6
5,6,3,1,7,9,0,2,4
8,2,4,3,5,6,7,1,9
2,1,8,9,0,4,6,5,7
7,4,6,5,8,3,1,9,2
9,0,5,2,6,7,3,4,8
